Id,Style
2635,American IPA
2636,American Pale Ale
2637,American Pale Ale
2638,American IPA
2639,American IPA
2640,American IPA
2641,American Pale Ale
2642,American Amber Ale
2643,American Pale Ale
2644,American Amber Ale
2645,American Pale Ale
2646,American IPA
2647,American Amber Ale
2648,American Pale Ale
2649,American IPA
2650,American Pale Ale
2651,Irish Red Ale
2652,American Stout
2653,Saison
2654,American IPA
2655,American IPA
2656,American IPA
2657,Witbier
2658,Saison
2659,American Brown Ale
2660,American Pale Ale
2661,American Light Lager
2662,American IPA
2663,American Pale Ale
2664,Irish Red Ale
2665,American Amber Ale
2666,American Amber Ale
2667,American Brown Ale
2668,American Pale Ale
2669,American IPA
2670,American Pale Ale
2671,American IPA
2672,Saison
2673,American Pale Ale
2674,American Pale Ale
2675,Irish Red Ale
2676,Blonde Ale
2677,American Pale Ale
2678,American IPA
2679,Saison
2680,American IPA
2681,American Pale Ale
2682,American Light Lager
2683,American IPA
2684,American IPA
2685,American Light Lager
2686,American IPA
2687,American IPA
2688,American IPA
2689,Saison
2690,American IPA
2691,Witbier
2692,American IPA
2693,American IPA
2694,American Light Lager
2695,American Stout
2696,American IPA
2697,Imperial IPA
2698,Saison
2699,Witbier
2700,American IPA
2701,American IPA
2702,American Pale Ale
2703,Blonde Ale
2704,American Light Lager
2705,American IPA
2706,American IPA
2707,American Pale Ale
2708,American Pale Ale
2709,Blonde Ale
2710,American IPA
2711,American IPA
2712,American Brown Ale
2713,American Amber Ale
2714,Saison
2715,American IPA
2716,American IPA
2717,American IPA
2718,American IPA
2719,American IPA
2720,American IPA
2721,American IPA
2722,American Stout
2723,American IPA
2724,American Pale Ale
2725,American Stout
2726,American Light Lager
2727,Saison
2728,American IPA
2729,American IPA
2730,Imperial IPA
2731,Blonde Ale
2732,Imperial IPA
2733,American IPA
2734,American Pale Ale
2735,American Pale Ale
2736,American IPA
2737,American IPA
2738,American Pale Ale
2739,American IPA
2740,American IPA
2741,American Light Lager
2742,American Light Lager
2743,American Light Lager
2744,American Pale Ale
2745,American IPA
2746,American Amber Ale
2747,American IPA
2748,American Stout
2749,American Pale Ale
2750,American IPA
2751,American Pale Ale
2752,Blonde Ale
2753,American Amber Ale
2754,American IPA
2755,American Pale Ale
2756,Imperial IPA
2757,American IPA
2758,American Stout
2759,American IPA
2760,Imperial IPA
2761,Blonde Ale
2762,American IPA
2763,Saison
2764,Blonde Ale
2765,American Amber Ale
2766,American IPA
2767,American IPA
2768,American IPA
2769,American IPA
2770,Saison
2771,American Pale Ale
2772,American Brown Ale
2773,Imperial IPA
2774,American Light Lager
2775,American IPA
2776,American IPA
2777,Saison
2778,Blonde Ale
2779,American IPA
2780,American Pale Ale
2781,American IPA
2782,American Pale Ale
2783,American IPA
2784,American IPA
2785,American Pale Ale
2786,Irish Red Ale
2787,American Pale Ale
2788,American Pale Ale
2789,American Brown Ale
2790,American Pale Ale
2791,Saison
2792,American IPA
2793,Irish Red Ale
2794,American Stout
2795,American Light Lager
2796,American IPA
2797,Witbier
2798,American IPA
2799,American Pale Ale
2800,Witbier
2801,American Stout
2802,American Pale Ale
2803,American Pale Ale
2804,American Pale Ale
2805,American IPA
2806,Imperial IPA
2807,American Brown Ale
2808,American Amber Ale
2809,American IPA
2810,Blonde Ale
2811,American Amber Ale
2812,American IPA
2813,American Brown Ale
2814,Blonde Ale
2815,American Pale Ale
2816,American IPA
2817,Saison
2818,American Pale Ale
2819,American IPA
2820,Blonde Ale
2821,Blonde Ale
2822,American IPA
2823,American IPA
2824,American Pale Ale
2825,American IPA
2826,American Pale Ale
2827,American IPA
2828,American IPA
2829,Saison
2830,Imperial IPA
2831,American Pale Ale
2832,American Light Lager
2833,American IPA
2834,American IPA
2835,Saison
2836,American Pale Ale
2837,Saison
2838,American Pale Ale
2839,American Amber Ale
2840,American IPA
2841,American Pale Ale
2842,American Pale Ale
2843,American IPA
2844,Blonde Ale
2845,American IPA
2846,American IPA
2847,Witbier
2848,American IPA
2849,American Brown Ale
2850,Blonde Ale
2851,Blonde Ale
2852,American Pale Ale
2853,American Pale Ale
2854,American Pale Ale
2855,American Pale Ale
2856,American IPA
2857,American IPA
2858,American Amber Ale
2859,American Pale Ale
2860,Blonde Ale
2861,Imperial IPA
2862,Saison
2863,American Stout
2864,American Amber Ale
2865,Saison
2866,Blonde Ale
2867,American Amber Ale
2868,Blonde Ale
2869,American Light Lager
2870,American Light Lager
2871,American Light Lager
2872,American IPA
2873,American Pale Ale
2874,American IPA
2875,Saison
2876,Imperial IPA
2877,American Light Lager
2878,Blonde Ale
2879,American IPA
2880,American Light Lager
2881,American Amber Ale
2882,American Pale Ale
2883,American IPA
2884,American IPA
2885,American IPA
2886,American IPA
2887,American Pale Ale
2888,American Pale Ale
2889,American IPA
2890,Saison
2891,American Pale Ale
2892,American Pale Ale
2893,American Pale Ale
2894,American Pale Ale
2895,American Light Lager
2896,American IPA
2897,American IPA
2898,American Stout
2899,Saison
2900,American IPA
2901,American IPA
2902,Witbier
2903,American Amber Ale
2904,American Amber Ale
2905,American IPA
2906,American IPA
2907,American Pale Ale
2908,Blonde Ale
2909,American IPA
2910,American Light Lager
2911,American Pale Ale
2912,Saison
2913,American IPA
2914,American Light Lager
2915,American Pale Ale
2916,American IPA
2917,American Amber Ale
2918,Witbier
2919,American IPA
2920,American IPA
2921,American Light Lager
2922,Irish Red Ale
2923,American IPA
2924,American Brown Ale
2925,American IPA
2926,Saison
2927,Blonde Ale
2928,Saison
2929,American Pale Ale
2930,American Amber Ale
2931,American Amber Ale
2932,American Brown Ale
2933,American IPA
2934,American IPA
2935,Blonde Ale
2936,American Pale Ale
2937,American Pale Ale
2938,American Amber Ale
2939,American Brown Ale
2940,Irish Red Ale
2941,American Pale Ale
2942,American Pale Ale
2943,American Pale Ale
2944,Blonde Ale
2945,American Pale Ale
2946,American Pale Ale
2947,Saison
2948,American Pale Ale
2949,Blonde Ale
2950,American Light Lager
2951,American IPA
2952,Imperial IPA
2953,American IPA
2954,Imperial IPA
2955,American IPA
2956,Saison
2957,Imperial IPA
2958,American Pale Ale
2959,American IPA
2960,American IPA
2961,American IPA
2962,American Amber Ale
2963,American IPA
2964,American IPA
2965,American Pale Ale
2966,American Light Lager
2967,Saison
2968,American IPA
2969,American IPA
2970,American Pale Ale
2971,American IPA
2972,American IPA
2973,American Pale Ale
2974,American Brown Ale
2975,American Brown Ale
2976,American IPA
2977,American Pale Ale
2978,American Amber Ale
2979,American Pale Ale
2980,American Amber Ale
2981,American Pale Ale
2982,American Pale Ale
2983,American Pale Ale
2984,American Pale Ale
2985,American Stout
2986,Irish Red Ale
2987,Blonde Ale
2988,American Pale Ale
2989,American IPA
2990,American Pale Ale
2991,American Stout
2992,Saison
2993,American Light Lager
2994,American Pale Ale
2995,American IPA
2996,American Pale Ale
2997,American Amber Ale
2998,Saison
2999,American Pale Ale
3000,American IPA
3001,American Stout
3002,American Pale Ale
3003,American Brown Ale
3004,Saison
3005,American Pale Ale
3006,American Light Lager
3007,American Light Lager
3008,Witbier
3009,American Pale Ale
3010,American Pale Ale
3011,Irish Red Ale
3012,American Light Lager
3013,Saison
3014,American IPA
3015,American Pale Ale
3016,American IPA
3017,American IPA
3018,American IPA
3019,American IPA
3020,American Brown Ale
3021,American Light Lager
3022,Saison
3023,Blonde Ale
3024,American IPA
3025,American IPA
3026,American Pale Ale
3027,American IPA
3028,American Pale Ale
3029,American Stout
3030,Irish Red Ale
3031,American Pale Ale
3032,Blonde Ale
3033,American Pale Ale
3034,American Stout
3035,American IPA
3036,American IPA
3037,American Pale Ale
3038,American IPA
3039,American Light Lager
3040,American IPA
3041,American Pale Ale
3042,American Brown Ale
3043,American IPA
3044,American IPA
3045,American Pale Ale
3046,American Pale Ale
3047,American Pale Ale
3048,American IPA
3049,American IPA
3050,American IPA
3051,American Stout
3052,American IPA
3053,American Pale Ale
3054,Imperial IPA
3055,American Pale Ale
3056,Blonde Ale
3057,American Pale Ale
3058,American IPA
3059,American Stout
3060,American IPA
3061,Irish Red Ale
3062,American Pale Ale
3063,American IPA
3064,American Pale Ale
3065,American IPA
3066,American Light Lager
3067,American IPA
3068,American IPA
3069,American IPA
3070,American IPA
3071,American IPA
3072,American IPA
3073,American Pale Ale
3074,American Pale Ale
3075,Saison
3076,American Pale Ale
3077,Saison
3078,American Pale Ale
3079,American IPA
3080,American Amber Ale
3081,American Light Lager
3082,American Pale Ale
3083,American IPA
3084,American Amber Ale
3085,American Stout
3086,American Amber Ale
3087,American IPA
3088,American Light Lager
3089,American IPA
3090,Witbier
3091,Imperial IPA
3092,American IPA
3093,American Brown Ale
3094,American IPA
3095,American IPA
3096,American IPA
3097,Saison
3098,American Pale Ale
3099,American Stout
3100,American IPA
3101,American Pale Ale
3102,Blonde Ale
3103,American IPA
3104,American Pale Ale
3105,Saison
3106,American IPA
3107,American Pale Ale
3108,Witbier
3109,American IPA
3110,Saison
3111,American Pale Ale
3112,American Stout
3113,American Light Lager
3114,American IPA
3115,American Amber Ale
3116,American Stout
3117,Imperial IPA
3118,American IPA
3119,American Light Lager
3120,American Brown Ale
3121,American Amber Ale
3122,American Pale Ale
3123,American IPA
3124,American IPA
3125,Saison
3126,Saison
3127,American IPA
3128,American Light Lager
3129,American Pale Ale
3130,American Pale Ale
3131,Irish Red Ale
3132,American IPA
3133,American IPA
3134,American IPA
3135,Imperial IPA
3136,Blonde Ale
3137,Blonde Ale
3138,American Amber Ale
3139,Witbier
3140,American Light Lager
3141,Irish Red Ale
3142,Saison
3143,Saison
3144,American Pale Ale
3145,Saison
3146,American Pale Ale
3147,American Pale Ale
3148,American Stout
3149,American Light Lager
3150,American IPA
3151,American Pale Ale
3152,American IPA
3153,American Brown Ale
3154,Witbier
3155,Imperial IPA
3156,American IPA
3157,American Pale Ale
3158,Irish Red Ale
3159,American IPA
3160,American Stout
3161,American IPA
3162,American IPA
3163,Saison
3164,American IPA
3165,American Pale Ale
3166,American IPA
3167,Imperial IPA
3168,American Pale Ale
3169,American IPA
3170,American Amber Ale
3171,American Pale Ale
3172,American Pale Ale
3173,American IPA
3174,American IPA
3175,American Light Lager
3176,American Pale Ale
3177,American IPA
3178,American IPA
3179,American IPA
3180,American IPA
3181,Saison
3182,American Pale Ale
3183,American Pale Ale
3184,Imperial IPA
3185,American Pale Ale
3186,American IPA
3187,American IPA
3188,American Pale Ale
3189,American Amber Ale
3190,Imperial IPA
3191,American Pale Ale
3192,Saison
3193,American Brown Ale
3194,American Stout
3195,Saison
3196,Saison
3197,Saison
3198,American IPA
3199,Imperial IPA
3200,American Pale Ale
3201,American IPA
3202,Blonde Ale
3203,Imperial IPA
3204,Saison
3205,Blonde Ale
3206,American IPA
3207,Saison
3208,American Pale Ale
3209,American Light Lager
3210,American Stout
3211,American IPA
3212,American Pale Ale
3213,Imperial IPA
3214,Saison
3215,American Pale Ale
3216,American IPA
3217,Saison
3218,American IPA
3219,American Pale Ale
3220,American Amber Ale
3221,American Light Lager
3222,Saison
3223,American Brown Ale
3224,American Light Lager
3225,American IPA
3226,American Pale Ale
3227,Irish Red Ale
3228,American Amber Ale
3229,American IPA
3230,American Amber Ale
3231,American Pale Ale
3232,Imperial IPA
3233,American Amber Ale
3234,American Pale Ale
3235,Saison
3236,American IPA
3237,American IPA
3238,American Pale Ale
3239,American Pale Ale
3240,American Pale Ale
3241,American Stout
3242,American Amber Ale
3243,Witbier
3244,American Light Lager
3245,American IPA
3246,American IPA
3247,American IPA
3248,American IPA
3249,Irish Red Ale
3250,American IPA
3251,American Pale Ale
3252,American Pale Ale
3253,American Pale Ale
3254,American Amber Ale
3255,American Pale Ale
3256,American IPA
3257,American Stout
3258,American Pale Ale
3259,American Brown Ale
3260,American Brown Ale
3261,American Light Lager
3262,American Stout
3263,American Pale Ale
3264,American Light Lager
3265,Blonde Ale
3266,American IPA
3267,American IPA
3268,American Pale Ale
3269,American Light Lager
3270,Saison
3271,American Pale Ale
3272,American Pale Ale
3273,Saison
3274,American IPA
3275,American IPA
3276,American IPA
3277,American IPA
3278,American Pale Ale
3279,Witbier
3280,American Light Lager
3281,American Pale Ale
3282,American IPA
3283,Blonde Ale
3284,American IPA
3285,Saison
3286,American IPA
3287,American IPA
3288,American IPA
3289,American IPA
3290,American Pale Ale
3291,American IPA
3292,American Light Lager
3293,American IPA
3294,American IPA
3295,Blonde Ale
3296,American Pale Ale
3297,American IPA
3298,American Stout
3299,American IPA
3300,American Amber Ale
3301,American Pale Ale
3302,American IPA
3303,American Pale Ale
3304,American Amber Ale
3305,Imperial IPA
3306,Saison
3307,American Light Lager
3308,American IPA
3309,American Pale Ale
3310,Saison
3311,Witbier
3312,American Stout
3313,American IPA
3314,American IPA
3315,American IPA
3316,American Light Lager
3317,American Pale Ale
3318,Saison
3319,Blonde Ale
3320,American Stout
3321,American IPA
3322,Irish Red Ale
3323,American Pale Ale
3324,American Brown Ale
3325,Blonde Ale
3326,American Pale Ale
3327,Witbier
3328,American IPA
3329,American IPA
3330,American Brown Ale
3331,American IPA
3332,American IPA
3333,American Light Lager
3334,American Light Lager
3335,American IPA
3336,American Pale Ale
3337,American IPA
3338,American IPA
3339,American IPA
3340,American Pale Ale
3341,American IPA
3342,Imperial IPA
3343,Blonde Ale
3344,American Pale Ale
3345,American Pale Ale
3346,American Pale Ale
3347,American IPA
3348,American IPA
3349,American IPA
3350,American Pale Ale
3351,American Pale Ale
3352,Saison
3353,American Amber Ale
3354,American Pale Ale
3355,American IPA
3356,American IPA
3357,American Light Lager
3358,American IPA
3359,American Amber Ale
3360,American Pale Ale
3361,Witbier
3362,American IPA
3363,American Light Lager
3364,American Pale Ale
3365,American IPA
3366,American Light Lager
3367,American IPA
3368,Blonde Ale
3369,American IPA
3370,Imperial IPA
3371,American IPA
3372,American IPA
3373,Witbier
3374,American IPA
3375,American IPA
3376,Saison
3377,Saison
3378,American Pale Ale
3379,American IPA
3380,American IPA
3381,American Pale Ale
3382,American Amber Ale
3383,Blonde Ale
3384,American Amber Ale
3385,American Pale Ale
3386,American Pale Ale
3387,American Pale Ale
3388,American Pale Ale
3389,Saison
3390,American IPA
3391,American IPA
3392,American IPA
3393,American Pale Ale
3394,American IPA
3395,American Pale Ale
3396,Irish Red Ale
3397,Saison
3398,American IPA
3399,Saison
3400,American Pale Ale
3401,Irish Red Ale
3402,Blonde Ale
3403,American Pale Ale
3404,American IPA
3405,American IPA
3406,American IPA
3407,American Brown Ale
3408,American Pale Ale
3409,American Pale Ale
3410,American Pale Ale
3411,American Pale Ale
3412,American Amber Ale
3413,American IPA
3414,American IPA
3415,American IPA
3416,American IPA
3417,American IPA
3418,Blonde Ale
3419,American IPA
3420,American Amber Ale
3421,Saison
3422,American Pale Ale
3423,American Pale Ale
3424,American Pale Ale
3425,American Stout
3426,Blonde Ale
3427,Irish Red Ale
3428,American IPA
3429,American Pale Ale
3430,American Pale Ale
3431,American Pale Ale
3432,American IPA
3433,Imperial IPA
3434,American Amber Ale
3435,American Light Lager
3436,American IPA
3437,American Amber Ale
3438,American Pale Ale
3439,American IPA
3440,American Pale Ale
3441,American Light Lager
3442,American IPA
3443,American IPA
3444,American Pale Ale
3445,Saison
3446,Blonde Ale
3447,American Pale Ale
3448,American Pale Ale
3449,American IPA
3450,American Pale Ale
3451,American IPA
3452,American Pale Ale
3453,Irish Red Ale
3454,American IPA
3455,American IPA
3456,Witbier
3457,American Light Lager
3458,American IPA
3459,Saison
3460,American Brown Ale
3461,American Light Lager
3462,Saison
3463,Blonde Ale
3464,American Pale Ale
3465,American Pale Ale
3466,Blonde Ale
3467,American Pale Ale
3468,Witbier
3469,American IPA
3470,Saison
3471,Blonde Ale
3472,American Brown Ale
3473,Saison
3474,American IPA
3475,American Pale Ale
3476,Blonde Ale
3477,Imperial IPA
3478,American Stout
3479,American IPA
3480,American Light Lager
3481,American Pale Ale
3482,American Pale Ale
3483,Irish Red Ale
3484,American Pale Ale
3485,American Pale Ale
3486,American IPA
3487,Saison
3488,Blonde Ale
3489,American IPA
3490,American Pale Ale
3491,American Pale Ale
3492,American Light Lager
3493,American Pale Ale
3494,Saison
3495,American Pale Ale
3496,American IPA
3497,Saison
3498,American IPA
3499,American Light Lager
3500,Imperial IPA
3501,American Pale Ale
3502,American Stout
3503,American Pale Ale
3504,American IPA
3505,American Amber Ale
3506,American Amber Ale
3507,Saison
3508,American Stout
3509,American IPA
3510,American Light Lager
3511,American Pale Ale
3512,Irish Red Ale
3513,American IPA
3514,American Light Lager
3515,American IPA
3516,Blonde Ale
3517,Blonde Ale
3518,American Pale Ale
3519,Saison
3520,Saison
3521,American Light Lager
3522,Imperial IPA
3523,American Pale Ale
3524,American Pale Ale
3525,American IPA
3526,Saison
3527,American IPA
3528,American IPA
3529,American IPA
3530,American Pale Ale
3531,American Pale Ale
3532,American Amber Ale
3533,American IPA
3534,Imperial IPA
3535,American IPA
3536,American IPA
3537,Irish Red Ale
3538,American Brown Ale
3539,Saison
3540,American Light Lager
3541,Saison
3542,Blonde Ale
3543,American Pale Ale
3544,American Pale Ale
3545,Imperial IPA
3546,American IPA
3547,American Pale Ale
3548,American IPA
3549,American Stout
3550,American Pale Ale
3551,Imperial IPA
3552,American IPA
3553,American Brown Ale
3554,American Amber Ale
3555,Imperial IPA
3556,American IPA
3557,American IPA
3558,American Pale Ale
3559,Blonde Ale
3560,American Pale Ale
3561,American IPA
3562,American Stout
3563,American IPA
3564,Blonde Ale
3565,American IPA
3566,Imperial IPA
3567,American Amber Ale
3568,American IPA
3569,American IPA
3570,American Pale Ale
3571,American IPA
3572,American Pale Ale
3573,American IPA
3574,American Pale Ale
3575,American Light Lager
3576,American IPA
3577,American Light Lager
3578,American Brown Ale
3579,American Light Lager
3580,Imperial IPA
3581,American IPA
3582,Saison
3583,American Pale Ale
3584,Saison
3585,American Pale Ale
3586,Irish Red Ale
3587,American Pale Ale
3588,American IPA
3589,Saison
3590,American Amber Ale
3591,American IPA
3592,Saison
3593,American IPA
3594,American IPA
3595,American Pale Ale
3596,Imperial IPA
3597,American Pale Ale
3598,American Pale Ale
3599,American IPA
3600,Irish Red Ale
3601,Blonde Ale
3602,American Stout
3603,Blonde Ale
3604,American IPA
3605,American Amber Ale
3606,American IPA
3607,American Light Lager
3608,American Pale Ale
3609,American IPA
3610,Imperial IPA
3611,Saison
3612,American IPA
3613,American Amber Ale
3614,American IPA
3615,Blonde Ale
3616,American IPA
3617,American Light Lager
3618,American Stout
3619,American IPA
3620,Imperial IPA
3621,American Pale Ale
3622,Blonde Ale
3623,Irish Red Ale
3624,American Pale Ale
3625,American IPA
3626,American Pale Ale
3627,Saison
3628,American IPA
3629,American Amber Ale
3630,Witbier
3631,American Pale Ale
3632,American Pale Ale
3633,American Pale Ale
3634,American IPA
3635,American Pale Ale
3636,American Light Lager
3637,Saison
3638,American IPA
3639,Blonde Ale
3640,American Amber Ale
3641,American IPA
3642,American IPA
3643,American Pale Ale
3644,American Pale Ale
3645,American IPA
3646,American IPA
3647,American Amber Ale
3648,Imperial IPA
3649,Blonde Ale
3650,Witbier
3651,American Stout
3652,American Amber Ale
3653,American Light Lager
3654,American IPA
3655,American IPA
3656,American Pale Ale
3657,American Amber Ale
3658,American IPA
3659,American IPA
3660,American Light Lager
3661,American IPA
3662,American Amber Ale
3663,Witbier
3664,American IPA
3665,American Pale Ale
3666,American Pale Ale
3667,Saison
3668,Witbier
3669,American IPA
3670,American IPA
3671,American IPA
3672,American Light Lager
3673,American IPA
3674,Witbier
3675,American IPA
3676,American IPA
3677,Saison
3678,American Pale Ale
3679,American IPA
3680,American IPA
3681,American IPA
3682,American IPA
3683,American Pale Ale
3684,American Pale Ale
3685,American IPA
3686,American Amber Ale
3687,American IPA
3688,American Pale Ale
3689,American IPA
3690,American IPA
3691,American IPA
3692,American Stout
3693,American IPA
3694,American Pale Ale
3695,Saison
3696,American IPA
3697,American IPA
3698,Saison
3699,American Brown Ale
3700,American Pale Ale
3701,American IPA
3702,Saison
3703,American IPA
3704,Witbier
3705,American IPA
3706,American IPA
3707,American IPA
3708,American IPA
3709,Saison
3710,American IPA
3711,American IPA
3712,Irish Red Ale
3713,American IPA
3714,American IPA
3715,American Pale Ale
3716,American IPA
3717,American Pale Ale
3718,American IPA
3719,American Light Lager
3720,American Pale Ale
3721,American IPA
3722,American Amber Ale
3723,American Stout
3724,American IPA
3725,American IPA
3726,American IPA
3727,American IPA
3728,American IPA
3729,Irish Red Ale
3730,American Pale Ale
3731,American IPA
3732,American IPA
3733,American IPA
3734,American Amber Ale
3735,American Pale Ale
3736,American IPA
3737,American Amber Ale
3738,American IPA
3739,American Amber Ale
3740,American IPA
3741,American Amber Ale
3742,American IPA
3743,American IPA
3744,American IPA
3745,American IPA
3746,Blonde Ale
3747,American IPA
3748,American Light Lager
3749,Imperial IPA
3750,American IPA
3751,American IPA
3752,American IPA
3753,American IPA
3754,American IPA
3755,American Light Lager
3756,Imperial IPA
3757,American Pale Ale
3758,American IPA
3759,American Light Lager
3760,American IPA
3761,Imperial IPA
3762,American IPA
3763,American Pale Ale
3764,Saison
3765,Imperial IPA
3766,American IPA
3767,American IPA
3768,American IPA
3769,American IPA
3770,American IPA
3771,American IPA
3772,American Amber Ale
3773,American IPA
3774,American Amber Ale
3775,American IPA
3776,American IPA
3777,American IPA
3778,Saison
3779,American Stout
3780,American IPA
3781,American IPA
3782,American Brown Ale
3783,American Light Lager
3784,American Light Lager
3785,Saison
3786,Imperial IPA
3787,American Light Lager
3788,Blonde Ale
3789,Imperial IPA
3790,Witbier
3791,American IPA
3792,American IPA
3793,American Brown Ale
3794,Saison
3795,American IPA
3796,Saison
3797,American Pale Ale
3798,American Amber Ale
3799,American IPA
3800,American Pale Ale
3801,American IPA
3802,American Light Lager
3803,American IPA
3804,American Pale Ale
3805,American Pale Ale
3806,American Light Lager
3807,Blonde Ale
3808,American Amber Ale
3809,American IPA
3810,American Pale Ale
3811,Witbier
3812,Imperial IPA
3813,American Pale Ale
3814,Blonde Ale
3815,American IPA
3816,American IPA
3817,American IPA
3818,American Amber Ale
3819,American IPA
3820,Irish Red Ale
3821,American IPA
3822,American IPA
3823,American IPA
3824,Irish Red Ale
3825,American Light Lager
3826,American Pale Ale
3827,Blonde Ale
3828,American Pale Ale
3829,Saison
3830,Blonde Ale
3831,Imperial IPA
3832,Blonde Ale
3833,Imperial IPA
3834,American Light Lager
3835,American IPA
3836,Blonde Ale
3837,American IPA
3838,Witbier
3839,American IPA
3840,American Pale Ale
3841,American Amber Ale
3842,American IPA
3843,American IPA
3844,American Pale Ale
3845,American IPA
3846,American Amber Ale
3847,American Pale Ale
3848,American IPA
3849,American IPA
3850,American IPA
3851,American Pale Ale
3852,American IPA
3853,Blonde Ale
3854,American Brown Ale
3855,American Pale Ale
3856,American Amber Ale
3857,American IPA
3858,American Pale Ale
3859,American IPA
3860,American Stout
3861,American Pale Ale
3862,Witbier
3863,American IPA
3864,Blonde Ale
3865,Irish Red Ale
3866,American Pale Ale
3867,Saison
3868,American IPA
3869,Irish Red Ale
3870,American IPA
3871,American Light Lager
3872,Imperial IPA
3873,American Pale Ale
3874,American Light Lager
3875,Saison
3876,American IPA
3877,American IPA
3878,American IPA
3879,American Pale Ale
3880,American IPA
3881,American IPA
3882,American IPA
3883,Irish Red Ale
3884,American Light Lager
3885,American Pale Ale
3886,Irish Red Ale
3887,American Pale Ale
3888,American IPA
3889,Imperial IPA
3890,Blonde Ale
3891,American Pale Ale
3892,American Pale Ale
3893,American Pale Ale
3894,American Pale Ale
3895,American Stout
3896,American Pale Ale
3897,American IPA
3898,Imperial IPA
3899,American IPA
3900,Imperial IPA
3901,American IPA
3902,American Pale Ale
3903,American IPA
3904,American IPA
3905,American IPA
3906,American IPA
3907,American Amber Ale
3908,American Pale Ale
3909,American Pale Ale
3910,American Pale Ale
3911,Witbier
3912,American Pale Ale
3913,American IPA
3914,Saison
3915,Saison
3916,American Light Lager
3917,American IPA
3918,American Pale Ale
3919,American Pale Ale
3920,American Amber Ale
3921,American IPA
3922,Irish Red Ale
3923,American Light Lager
3924,American IPA
3925,American Light Lager
3926,American Brown Ale
3927,American Amber Ale
3928,American IPA
3929,Saison
3930,American Amber Ale
3931,American IPA
3932,American Amber Ale
3933,American IPA
3934,American Light Lager
3935,American IPA
3936,Saison
3937,American Pale Ale
3938,Blonde Ale
3939,American IPA
3940,American IPA
3941,American Pale Ale
3942,American IPA
3943,American Amber Ale
3944,American Pale Ale
3945,American Light Lager
3946,Blonde Ale
3947,American IPA
3948,American IPA
3949,American IPA
3950,American Light Lager
3951,American IPA
3952,American IPA
3953,Saison
3954,American Light Lager
3955,American Light Lager
3956,American Pale Ale
3957,American Stout
3958,American Pale Ale
3959,American Pale Ale
3960,Imperial IPA
3961,American IPA
3962,American Pale Ale
3963,American Light Lager
3964,American IPA
3965,American Light Lager
3966,American IPA
3967,American IPA
3968,American IPA
3969,American IPA
3970,American IPA
3971,American Pale Ale
3972,American IPA
3973,American IPA
3974,Blonde Ale
3975,American IPA
3976,Imperial IPA
3977,Blonde Ale
3978,Irish Red Ale
3979,American IPA
3980,American IPA
3981,American Amber Ale
3982,American Amber Ale
3983,American IPA
3984,American IPA
3985,American Pale Ale
3986,American IPA
3987,Witbier
3988,American IPA
3989,Irish Red Ale
3990,American IPA
3991,American Pale Ale
3992,American Amber Ale
3993,American Pale Ale
3994,American IPA
3995,American Pale Ale
3996,American IPA
3997,American Pale Ale
3998,American IPA
3999,American IPA
4000,American IPA
4001,American IPA
4002,American IPA
4003,American IPA
4004,American IPA
4005,American Pale Ale
4006,American IPA
4007,American Pale Ale
4008,American IPA
4009,Saison
4010,American Pale Ale
4011,American IPA
4012,Irish Red Ale
4013,American IPA
4014,American Pale Ale
4015,Saison
4016,American Stout
4017,American Pale Ale
4018,American IPA
4019,Imperial IPA
4020,Imperial IPA
4021,Saison
4022,Irish Red Ale
4023,American IPA
4024,Saison
4025,American Pale Ale
4026,American IPA
4027,American Amber Ale
4028,American IPA
4029,American Pale Ale
4030,Blonde Ale
4031,Imperial IPA
4032,American Pale Ale
4033,American Pale Ale
4034,American IPA
4035,American Light Lager
4036,American Amber Ale
4037,American Pale Ale
4038,American Light Lager
4039,American Pale Ale
4040,American Amber Ale
4041,American IPA
4042,Saison
4043,American Stout
4044,American IPA
4045,American IPA
4046,American Light Lager
4047,Saison
4048,American Amber Ale
4049,American IPA
4050,American IPA
4051,American Light Lager
4052,American IPA
4053,American Amber Ale
4054,American IPA
4055,American Light Lager
4056,American IPA
4057,Imperial IPA
4058,American IPA
4059,Blonde Ale
4060,American IPA
4061,American IPA
4062,American IPA
4063,Blonde Ale
4064,American IPA
4065,American Pale Ale
4066,Witbier
4067,American Pale Ale
4068,Blonde Ale
4069,Saison
4070,American Light Lager
4071,American Pale Ale
4072,Saison
4073,American IPA
4074,American IPA
4075,Saison
4076,Irish Red Ale
4077,Witbier
4078,American Pale Ale
4079,American IPA
4080,American Pale Ale
4081,Imperial IPA
4082,American Pale Ale
4083,American IPA
4084,American IPA
4085,American IPA
4086,American IPA
4087,American IPA
4088,American Pale Ale
4089,American Pale Ale
4090,American Pale Ale
4091,American IPA
4092,American IPA
4093,Irish Red Ale
4094,American IPA
4095,American IPA
4096,American IPA
4097,Blonde Ale
4098,American Stout
4099,American IPA
4100,American Pale Ale
4101,American IPA
4102,Imperial IPA
4103,American IPA
4104,American Stout
4105,American Pale Ale
4106,American IPA
4107,American IPA
4108,American IPA
4109,American Light Lager
4110,American Light Lager
4111,American Light Lager
4112,American Stout
4113,American Pale Ale
4114,American IPA
4115,American IPA
4116,American IPA
4117,Blonde Ale
4118,American Amber Ale
4119,American IPA
4120,American IPA
4121,Irish Red Ale
4122,Irish Red Ale
